basin_id,mean_discharge,median_discharge,discharge_coverage,area,mean_discharge_area_ratio,median_discharge_area_ratio
02DC012,15.329484126984127,8.44,0.8624229979466119,1209.3381050847413,0.012675929140519352,0.006979024281558207
02DC013,3.0588138919313614,1.54,0.3408624229979466,163.27664386315536,0.01873393413509283,0.00943184501814416
02DD001,,,0.0,782.8255225610799,,
02DD002,,,0.0,429.6460258251337,,
02DD004,,,0.0,13913.165596400717,,
02DD005,15.955476808905381,11.0,0.10061601642710473,798.0240532805919,0.019993729190635436,0.013784045674789087
02DD007,167.42867356251904,163.0,0.40905979715014623,12309.315739174051,0.013601785599639952,0.013242003329336746
02DD008,1.8306511415525115,0.9,0.06813515027067389,98.2469475708608,0.018633160488086928,0.009160589944546351
02DD009,5.660166705854691,4.29,0.2646381681289279,320.70186447686154,0.017649310256077633,0.013376910068789204
02DD010,192.9264887063655,189.0,1.0,13913.165596400717,0.013866469666419757,0.013584255767709226
02DD012,18.37063583670925,9.67,0.998382179080331,933.4688839198934,0.019679965934767833,0.010359209788968007
02DD013,0.9150346287992028,0.363,0.999066641777114,68.92489997733585,0.013275820916680154,0.005266601766841345
02DD014,0.626007836008024,0.343,0.9925953580984381,36.26795417022896,0.01726063270814131,0.009457384841452022
02DD015,1.7580044178955885,1.0,1.0,100.094100186677,0.017563516876787783,0.00999059882785284
02DD016,78.35503510506798,90.807833228048,0.7550868023147284,12309.457672632623,0.006365433570584771,0.007377078311901529
02DD017,57.56060263819096,46.097905258583225,0.9906041938896148,12309.30585815551,0.004676185911820062,0.003744963833849423
02DD019,27.497054794520547,19.55,0.04542343351378259,45.86320538839195,0.5995449851719282,0.42626763294107084
02DD020,35.99079856584094,34.0,0.9545143426046917,34.523508475636234,1.0425011870169625,0.9848361739941442
02DD024,3.005998802190281,1.99,0.36363636363636365,211.5427781222161,0.014209886193579267,0.009407080769499506
02DD026,181.6211025921869,183.0,0.3408624229979466,201.3324079866436,0.90209571528214,0.908944574944637
02DD029,154.00082191780822,160.0,0.06813515027067389,13916.754188976398,0.011065857729943512,0.011496933683483295
02DD030,8.552427824267783,7.165,0.05948603073859748,13916.762285939836,0.000614541489503513,0.0005148467619683947
02DD031,22.471620821394456,23.6,0.06514840395743887,13916.762285939836,0.0016147161501851354,0.0016957967316753827
02EA001,,,0.0,407.7562348666965,,
02EA005,6.170279696347459,3.95,1.0,328.8809518304906,0.018761438332031158,0.012010424982094677
